name,degree_measure,centrality,tax_id,Kingdom,Phylum,Class,Order,Family,Genus
Clostridia_bacterium,11446,0.06896266822777697,14874,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_unclassified,f__Clostridia_unclassified,g__Clostridia_unclassified
LKT_f__Ruminococcaceae,7904,0.04081841089364757,14843,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,LKT_f__Ruminococcaceae
Lachnospiraceae_bacterium,5528,0.021202254030172635,4688,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnospiraceae_unclassified
LKT_p__Firmicutes,3458,0.022393849224402167,6602,k__Bacteria,p__Firmicutes,LKT_p__Firmicutes,LKT_p__Firmicutes,LKT_p__Firmicutes,LKT_p__Firmicutes
LKT_f__Clostridia_unclassified,2622,0.015274086925188926,4328,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_unclassified,f__Clostridia_unclassified,LKT_f__Clostridia_unclassified
Ruminococcaceae_bacterium,2512,0.015537127797827763,14925,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcaceae_unclassified
Faecalibacterium_prausnitzii,2056,0.009531348852044689,15342,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Faecalibacterium
Clostridiaceae_bacterium,2032,0.009932590736589723,4269,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridiaceae_unclassified
LKT_f__Lachnospiraceae,1622,0.007941177888294602,4777,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,LKT_f__Lachnospiraceae
LKT_f__Clostridiaceae,1264,0.006528487426346662,14987,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,LKT_f__Clostridiaceae
Christensenellaceae_bacterium,1194,0.0055735072162207185,3813,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Christensenellaceae,g__Christensenellaceae_unclassified
Hungatella_hathewayi,1192,0.0051539169423881325,4742,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Hungatella
Anaerobutyricum_hallii,1084,0.003229341944754452,4532,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Anaerobutyricum
Faecalicatena_fissicatena,1022,0.006849946563438606,4871,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Faecalicatena
Lactococcus_lactis,972,0.007059622010851894,7985,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus
Turicibacter_sanguinis,784,0.004703898230084677,6847,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Turicibacter
Ruminococcus_torques,780,0.006117071453175408,4563,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Mediterraneibacter
Firmicutes_bacterium,700,0.007269029895248923,49163,k__Bacteria,p__Firmicutes,c__Firmicutes_unclassified,o__Firmicutes_unclassified,f__Firmicutes_unclassified,g__Firmicutes_unclassified
Escherichia_coli,646,0.0030605007637628506,10068,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia
Clostridium_leptum,646,0.003825922876263152,14853,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcaceae_unclassified
Clostridia_bacterium_UC5_1_1E11,646,0.003283730628494337,14895,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_unclassified,f__Clostridia_unclassified,g__Clostridia_unclassified
Dysosmobacter_welbionis,646,0.004016676794225127,15078,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Oscillospiraceae,g__Dysosmobacter
Dysosmobacter_sp_NSJ_60,646,0.003424620887295243,15124,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Oscillospiraceae,g__Dysosmobacter
Flavonifractor_plautii,646,0.004387393713210884,15132,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Flavonifractor
Clostridium_phoceensis,646,0.003995203201986957,15154,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium
Ruthenibacterium_lactatiformans,646,0.0036529011833231553,15271,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruthenibacterium
Lachnospiraceae_bacterium_NSJ_29,646,0.0030442157163909156,25431,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnospiraceae_unclassified
Dielma_fastidiosa,646,0.0027969100053827603,4031,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Dielma
Erysipelotrichaceae_bacterium_3_1_53,646,0.004316326419748949,4036,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Erysipelotrichaceae_unclassified
Faecalicatena_contorta,646,0.004080873078191615,4613,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Faecalicatena
Clostridium_sp_AM22_11AC,646,0.0039852474444571585,4749,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium
Enterocloster_citroniae,646,0.003997214530936801,4761,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Enterocloster
Enterocloster_aldensis,646,0.004517629996542173,4762,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Enterocloster
Blautia_producta,646,0.004024671389379945,4791,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia
Eubacterium_ramulus,646,0.0038785103526631113,4959,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium
Romboutsia_timonensis,646,0.0038555272210163247,6148,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Romboutsia
Clostridium_SGB6179,646,0.004640095143483817,6179,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium
Clostridia_bacterium_12CBH8,646,0.0031607220354355646,7259,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_unclassified,f__Clostridia_unclassified,g__Clostridia_unclassified
Streptococcus_thermophilus,646,0.003815748855348185,8002,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus
Coprobacillus_cateniformis,632,0.0033962887026614303,6771,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Coprobacillus
Streptococcus_salivarius,632,0.0032929537161916047,8007,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus
Streptococcus_parasanguinis,632,0.003400544970575114,8071,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus
Lachnospiraceae_bacterium_NSJ_38,620,0.0024915885350935973,82502,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnospiraceae_unclassified
Clostridium_sp_NSJ_42,618,0.0028931690296745026,6174,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium
Bacteroides_thetaiotaomicron,608,0.004355461241633359,1861,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides
Evtepia_gabavorous,600,0.003878150662763524,15120,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_unclassified,g__Evtepia
Murimonas_intestini,600,0.004096778657203776,25538,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Murimonas
Candidatus_Borkfalkia_ceftriaxoniphila,596,0.003727688805640078,14027,k__Bacteria,p__Firmicutes,c__Clostridia,o__Candidatus_Borkfalkiales,f__Candidatus_Borkfalkiaceae,g__Candidatus_Borkfalkia
Alistipes_shahii,586,0.003498835573168269,2295,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes
Clostridiales_bacterium_KLE1615,582,0.004440721846284767,5090,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_unclassified,g__Clostridiales_unclassified
Butyricimonas_paravirosa,574,0.0028605413522399003,1785,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Odoribacteraceae,g__Butyricimonas
Bacteroides_uniformis,574,0.003464372904457418,1836,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides
Clostridia_bacterium_UC5_1_1D1,572,0.002774327944211514,14995,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_unclassified,f__Clostridia_unclassified,g__Clostridia_unclassified
Massilimaliae_massiliensis,572,0.0029340688625478454,29347,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Massilimaliae
LKT_f__Erysipelotrichaceae,572,0.0030281950603199743,4030,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,LKT_f__Erysipelotrichaceae
Anaerostipes_hadrus,572,0.00278464377593956,4540,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Anaerostipes
Coprococcus_comes,572,0.0023018731836999262,4577,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Coprococcus
Ruminococcus_gnavus,572,0.00306644922481936,4584,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Mediterraneibacter
Clostridium_sp_AM49_4BH,572,0.0027693771453236684,4652,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium
Blautia_faecis,572,0.0027555095098671157,4820,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia
Intestinibacter_bartlettii,572,0.0024887619694773273,6140,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Intestinibacter
Holdemania_filiformis,570,0.0038640687812092423,4046,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Holdemania
Clostridium_paraputrificum,570,0.0024356260696309965,6187,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium
Candidatus_Cibiobacter_qucibialis,562,0.0028796541457059587,15286,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Candidatus_Cibiobacter
Veillonella_parvula,562,0.002755784525345187,6939,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella
Eggerthella_lenta,560,0.004133296390376646,14809,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Eggerthellales,f__Eggerthellaceae,g__Eggerthella
Parabacteroides_distasonis,560,0.003467814272803228,1934,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Parabacteroides
Alistipes_putredinis,560,0.0037647567828904983,2318,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes
Clostridium_innocuum,560,0.004530799405871914,4037,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Erysipelatoclostridium
Ruminococcus_bicirculans,560,0.0031305814561886766,4262,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus
Streptococcus_anginosus,560,0.0031305814561865012,8028,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus
Streptococcus_oralis,560,0.002910433277458597,8130,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus
Clostridiales_unclassified_SGB15145,558,0.002078451128884113,15145,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_unclassified,g__Clostridiales_unclassified
Clostridium_sp_AF20_17LB,558,0.002078451128883346,4714,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium
Clostridiaceae_bacterium_OM08_6BH,558,0.002078451128883256,4768,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridiaceae_unclassified
Clostridiaceae_unclassified_SGB4769,558,0.0018918715801521007,4769,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridiaceae_unclassified
Streptococcus_gordonii,554,0.004332636322945978,8053,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus
Agathobaculum_butyriciproducens,550,0.0034720335906051874,14993,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Agathobaculum
Dorea_longicatena,550,0.0031556717006341107,4582,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Dorea
Lacrimispora_amygdalina,550,0.003500805820517523,4716,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lacrimispora
Enterocloster_bolteae,550,0.003704385162215285,4758,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Enterocloster
Blautia_wexlerae,550,0.0036061766269174845,4837,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia
Clostridium_sp_AF34_10BH,550,0.0032873782705971203,4914,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium
Eubacterium_rectale,550,0.0035008058205169106,4933,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnospiraceae_unclassified
Roseburia_intestinalis,550,0.003252225229181649,4951,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Roseburia
Eubacterium_ventriosum,550,0.0037235837774728,5045,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium
Lachnospira_SGB5077,550,0.0034859191669395022,5077,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnospira
